Date,Target_1day,Target_1week,Target_1month,Target_1year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
2021-09-30,1.1286163330078125,1.7566986083984375,10.863815307617188,9.008636474609375,14.561476075043599,-1.6049478635970411,1.5286680784373503,2.1028583885680088,-5.963337492637738,0.893487261701266,-2.0544999165815905,0.8280858043365774,1.6588579894028865,3.4974960165986637,0.21334841548716948,2.048665412851967,1.3388654466057963,0.4978151092685242,1.2476621503303456,-0.9093027387563363,-1.1086910591732921,-0.05365012710883439
2021-10-01,-3.444610595703125,0.245361328125,7.016815185546875,0.61669921875,14.406776023198788,-1.4688973395195994,1.3313871096812826,0.5393053917243086,-4.25369307256542,0.26631154253194517,-1.1447540597619847,1.5721450059727842,1.0988952577837532,0.001388526650443521,0.0946215809376661,0.03566344470962728,-0.9144733594901016,0.9378847763920888,0.290440263792202,-1.2528821341617573,-0.9600310433141757,0.19381212914795157
2021-10-04,1.9333038330078125,3.6016082763671875,9.637054443359375,-0.162506103515625,14.390325233728419,-1.4881788223512635,1.316970936878871,-0.32443265998149806,-4.398946223453499,-0.655289004826314,-0.7461239762445142,2.035091195301366,0.00016994488930374382,0.3268005430724633,-0.07058423171699954,-0.04423096783518846,-0.3145760144747256,0.5830549636699593,0.6283673885350876,-0.250888849913486,-1.375202459383744,0.3257336157379504
2021-10-05,0.8733978271484375,0.39251708984375,8.744003295898438,2.098388671875,14.363979133896777,-1.4860570377899698,1.354653459569578,-0.3796959944246352,-4.446429715203713,-1.0070564286379464,-0.9500524618441644,1.6890938646387181,0.08708155703596868,0.3821131450501957,-0.07370075337941472,0.20836234992132024,-0.6259543708223653,0.8384565309477593,0.6680423587888024,-0.32889648466813143,-0.942396570572743,0.06976854598240669
2021-10-06,1.2659912109375,-1.069671630859375,9.313262939453125,4.8270721435546875,14.365880220294022,-1.487691166851134,1.3407084887450331,-0.3289166102290568,-4.422206046557458,-0.8993655317978553,-1.03125776525281,1.868517320828398,0.21769379709296593,0.26189442062666457,-0.08447809675962004,0.1216124101785314,-0.611688596983064,0.6360500666280503,0.8474628669982449,-0.0530743786106091,-0.8657220303689017,0.01102877998049138
2021-10-07,-0.382720947265625,0.4612274169921875,7.5270843505859375,3.857147216796875,14.336648672176905,-1.5051311859056278,1.3509348216082768,0.5517281438993012,-4.292055550392264,0.012237967591077113,-1.2169171885285213,1.2642225799767166,1.226063665784062,0.012378821634458772,0.09953981360695661,0.28196102995794886,-1.3684891560810535,1.2448215077133533,0.5603309000130953,-0.9762150583929342,-0.6055839551402503,0.21538289054498244
2021-10-08,-0.0883636474609375,1.9038543701171875,8.4405517578125,3.282562255859375,14.298467370353363,-1.509734627458454,1.37019427359167,-0.20297342393888138,-4.317250230724936,-0.41813727105217163,-0.3044629788367818,1.8474146132087659,0.1576347178679823,0.34622354640444397,0.029623671933566634,0.4018443002921645,-1.0580831462754139,1.5679309940950272,0.9258002551051959,-0.17261979499564647,0.0034728060998321783,-0.39984384028809267
2021-10-11,-1.275787353515625,3.6703338623046875,7.703369140625,-1.8989410400390625,14.313478542966173,-1.5073294425089323,1.3686940511075565,-0.2549569883291949,-4.362997170448732,-0.625808428749065,-0.5507530751184625,1.7864716326298813,0.18577138741547083,0.3282000123302005,-0.009096816466563755,0.3389257291936868,-0.9488350323606963,1.290475177873663,0.9034593710475859,-0.14506775882984385,-0.25462294000254815,-0.2765108415828744
2021-10-12,-0.5887908935546875,7.1149444580078125,9.342758178710938,-0.2974700927734375,14.361839518697339,-1.4821168318524431,1.3294397344122597,0.6427070717038429,-4.198097906277385,0.4406557882977684,-0.953572220520008,1.6175756266566819,1.1850915672622546,-0.02951650743760927,0.13890127914758846,0.19161299890469355,-1.260288150447372,1.3252939952442864,0.5313720882767203,-1.0192947963015526,-0.42385392365373203,0.008397074489411696
2021-10-13,2.7968902587890625,8.19439697265625,7.0912322998046875,-1.1298065185546875,14.346347940478415,-1.4992707761488802,1.2918668479449933,-0.11895928951733314,-4.287568733344142,-0.270034472164964,-0.8180142494050751,2.4607540625731152,0.4568793416786837,0.0006949104709350767,-0.05019044555055225,-0.027597808013871742,-0.7195083308837646,0.5536460841771774,1.3353275964730786,0.6434498149009258,-0.4285756301137785,-0.1552475811079994
