,GDP (Billions USD),Unemployment Rate (%),Producer Price Index (PPI),Retail Sales (Millions USD),Industrial Production Index,Housing Starts (Thousands),Personal Consumption Expenditures (PCE),Trade Balance (Billions USD),M2 Money Supply (Billions USD),Consumer Confidence Index
1913-01-01,,,12.1,,,,,,,
1913-02-01,,,12.0,,,,,,,
1913-03-01,,,12.0,,,,,,,
1913-04-01,,,12.0,,,,,,,
1913-05-01,,,11.9,,,,,,,
1913-06-01,,,11.9,,,,,,,
1913-07-01,,,12.0,,,,,,,
1913-08-01,,,12.0,,,,,,,
1913-09-01,,,12.2,,,,,,,
1913-10-01,,,12.2,,,,,,,
1913-11-01,,,12.1,,,,,,,
1913-12-01,,,11.9,,,,,,,
1914-01-01,,,11.8,,,,,,,
1914-02-01,,,11.8,,,,,,,
1914-03-01,,,11.7,,,,,,,
1914-04-01,,,11.7,,,,,,,
1914-05-01,,,11.6,,,,,,,
1914-06-01,,,11.6,,,,,,,
1914-07-01,,,11.6,,,,,,,
1914-08-01,,,12.0,,,,,,,
1914-09-01,,,12.1,,,,,,,
1914-10-01,,,11.7,,,,,,,
1914-11-01,,,11.7,,,,,,,
1914-12-01,,,11.6,,,,,,,
1915-01-01,,,11.8,,,,,,,
1915-02-01,,,11.8,,,,,,,
1915-03-01,,,11.8,,,,,,,
1915-04-01,,,11.8,,,,,,,
1915-05-01,,,11.9,,,,,,,
1915-06-01,,,11.8,,,,,,,
1915-07-01,,,11.9,,,,,,,
1915-08-01,,,11.8,,,,,,,
1915-09-01,,,11.8,,,,,,,
1915-10-01,,,12.1,,,,,,,
1915-11-01,,,12.3,,,,,,,
1915-12-01,,,12.8,,,,,,,
1916-01-01,,,13.3,,,,,,,
1916-02-01,,,13.5,,,,,,,
1916-03-01,,,13.9,,,,,,,
1916-04-01,,,14.1,,,,,,,
1916-05-01,,,14.2,,,,,,,
1916-06-01,,,14.3,,,,,,,
1916-07-01,,,14.4,,,,,,,
1916-08-01,,,14.7,,,,,,,
1916-09-01,,,15.0,,,,,,,
1916-10-01,,,15.7,,,,,,,
1916-11-01,,,16.8,,,,,,,
1916-12-01,,,17.1,,,,,,,
1917-01-01,,,17.6,,,,,,,
1917-02-01,,,18.0,,,,,,,
1917-03-01,,,18.5,,,,,,,
1917-04-01,,,19.7,,,,,,,
1917-05-01,,,20.8,,,,,,,
1917-06-01,,,21.0,,,,,,,
1917-07-01,,,21.2,,,,,,,
1917-08-01,,,21.5,,,,,,,
1917-09-01,,,21.3,,,,,,,
1917-10-01,,,21.1,,,,,,,
1917-11-01,,,21.2,,,,,,,
1917-12-01,,,21.2,,,,,,,
1918-01-01,,,21.6,,,,,,,
1918-02-01,,,21.1,,,,,,,
1918-03-01,,,21.8,,,,,,,
1918-04-01,,,22.1,,,,,,,
1918-05-01,,,22.1,,,,,,,
1918-06-01,,,22.2,,,,,,,
1918-07-01,,,22.7,,,,,,,
1918-08-01,,,23.2,,,,,,,
1918-09-01,,,23.7,,,,,,,
1918-10-01,,,23.5,,,,,,,
1918-11-01,,,23.5,,,,,,,
1918-12-01,,,23.5,,,,,,,
1919-01-01,,,23.2,,4.8654,,,,,
1919-02-01,,,22.4,,4.6504,,,,,
1919-03-01,,,22.6,,4.516,,,,,
1919-04-01,,,22.9,,4.5966,,,,,
1919-05-01,,,23.3,,4.6235,,,,,
1919-06-01,,,23.4,,4.9192,,,,,
1919-07-01,,,24.3,,5.2149,,,,,
1919-08-01,,,24.9,,5.2955,,,,,
1919-09-01,,,24.3,,5.188,,,,,
1919-10-01,,,24.4,,5.1342,,,,,
1919-11-01,,,24.9,,5.0536,,,,,
1919-12-01,,,26.0,,5.1342,,,,,
1920-01-01,,,27.2,,5.6181,,,,,
1920-02-01,,,27.1,,5.6181,,,,,
1920-03-01,,,27.3,,5.5106,,,,,
1920-04-01,,,28.5,,5.2149,,,,,
1920-05-01,,,28.8,,5.3493,,,,,
1920-06-01,,,28.7,,5.403,,,,,
1920-07-01,,,28.6,,5.2686,,,,,
1920-08-01,,,27.8,,5.2955,,,,,
1920-09-01,,,26.8,,5.1073,,,,,
1920-10-01,,,24.9,,4.8923,,,,,
1920-11-01,,,23.0,,4.4891,,,,,
1920-12-01,,,20.8,,4.2203,,,,,
1921-01-01,,,19.6,,3.9784,,,,,
1921-02-01,,,18.1,,3.8977,,,,,
1921-03-01,,,17.7,,3.7902,,,,,
1921-04-01,,,17.0,,3.7902,,,,,
1921-05-01,,,16.6,,3.8977,,,,,
1921-06-01,,,16.1,,3.8708,,,,,
1921-07-01,,,16.1,,3.8439,,,,,
1921-08-01,,,16.1,,3.9784,,,,,
1921-09-01,,,16.1,,4.0052,,,,,
1921-10-01,,,16.2,,4.2472,,,,,
1921-11-01,,,16.2,,4.1934,,,,,
1921-12-01,,,16.0,,4.1665,,,,,
1922-01-01,,,15.7,,4.3278,,,,,
1922-02-01,,,16.0,,4.516,,,,,
1922-03-01,,,16.0,,4.7579,,,,,
1922-04-01,,,16.1,,4.5966,,,,,
1922-05-01,,,16.6,,4.8385,,,,,
1922-06-01,,,16.6,,5.0805,,,,,
1922-07-01,,,17.1,,5.0805,,,,,
1922-08-01,,,17.0,,4.9729,,,,,
1922-09-01,,,17.1,,5.2417,,,,,
1922-10-01,,,17.2,,5.5374,,,,,
1922-11-01,,,17.3,,5.7794,,,,,
1922-12-01,,,17.3,,5.9406,,,,,
1923-01-01,,,17.6,,5.8062,,,,,
1923-02-01,,,17.8,,5.8869,,,,,
1923-03-01,,,18.0,,6.0751,,,,,
1923-04-01,,,17.9,,6.2095,,,,,
1923-05-01,,,17.5,,6.2901,,,,,
1923-06-01,,,17.3,,6.2363,,,,,
1923-07-01,,,17.0,,6.1826,,,,,
1923-08-01,,,16.9,,6.0751,,,,,
1923-09-01,,,17.2,,5.9406,,,,,
1923-10-01,,,17.1,,5.9138,,,,,
1923-11-01,,,17.0,,5.9138,,,,,
1923-12-01,,,16.9,,5.7794,,,,,
1924-01-01,,,17.2,,5.9138,,,,,
1924-02-01,,,17.2,,6.0213,,,,,
1924-03-01,,,17.0,,5.9138,,,,,
1924-04-01,,,16.7,,5.7256,,,,,
1924-05-01,,,16.5,,5.4837,,,,,
1924-06-01,,,16.4,,5.2417,,,,,
1924-07-01,,,16.5,,5.1611,,,,,
1924-08-01,,,16.7,,5.3493,,,,,
1924-09-01,,,16.7,,5.5374,,,,,
1924-10-01,,,16.9,,5.6718,,,,,
1924-11-01,,,17.1,,5.7794,,,,,
1924-12-01,,,17.5,,5.9406,,,,,
1925-01-01,,,17.7,,6.1288,,,,,
1925-02-01,,,17.9,,6.1288,,,,,
1925-03-01,,,17.9,,6.1288,,,,,
1925-04-01,,,17.5,,6.1826,,,,,
1925-05-01,,,17.5,,6.1557,,,,,
1925-06-01,,,17.7,,6.1019,,,,,
1925-07-01,,,18.0,,6.2632,,,,,
1925-08-01,,,17.9,,6.1557,,,,,
1925-09-01,,,17.8,,6.0751,,,,,
1925-10-01,,,17.8,,6.317,,,,,
1925-11-01,,,18.0,,6.4514,,,,,
1925-12-01,,,17.8,,6.532,,,,,
1926-01-01,,,17.8,,6.4245,,,,,
1926-02-01,,,17.6,,6.4245,,,,,
1926-03-01,,,17.3,,6.5051,,,,,
1926-04-01,,,17.3,,6.5051,,,,,
1926-05-01,,,17.3,,6.4514,,,,,
1926-06-01,,,17.3,,6.532,,,,,
1926-07-01,,,17.1,,6.5589,,,,,
1926-08-01,,,17.1,,6.6396,,,,,
1926-09-01,,,17.2,,6.7471,,,,,
1926-10-01,,,17.1,,6.7471,,,,,
1926-11-01,,,17.0,,6.7202,,,,,
1926-12-01,,,16.9,,6.6933,,,,,
1927-01-01,,,16.4,,6.6664,,,,,
1927-02-01,,,16.6,,6.7202,,,,,
1927-03-01,,,16.5,,6.8008,,,,,
1927-04-01,,,16.3,,6.6396,,,,,
1927-05-01,,,16.2,,6.6933,,,,,
1927-06-01,,,16.2,,6.6664,,,,,
1927-07-01,,,16.2,,6.5858,,,,,
1927-08-01,,,16.4,,6.5858,,,,,
1927-09-01,,,16.6,,6.4783,,,,,
1927-10-01,,,16.7,,6.3439,,,,,
1927-11-01,,,16.6,,6.3439,,,,,
1927-12-01,,,16.6,,6.3707,,,,,
1928-01-01,,,16.6,,6.5051,,,,,
1928-02-01,,,16.5,,6.5589,,,,,
1928-03-01,,,16.5,,6.6127,,,,,
1928-04-01,,,16.7,,6.5858,,,,,
1928-05-01,,,16.8,,6.6664,,,,,
1928-06-01,,,16.7,,6.7202,,,,,
1928-07-01,,,16.8,,6.8008,,,,,
1928-08-01,,,16.8,,6.9352,,,,,
1928-09-01,,,17.0,,6.989,,,,,
1928-10-01,,,16.7,,7.1234,,,,,
1928-11-01,,,16.5,,7.2578,,,,,
1928-12-01,,,16.5,,7.3922,,,,,
1929-01-01,,,16.5,,7.4997,,,,,
1929-02-01,,,16.4,,7.4728,,,,,
1929-03-01,,,16.6,,7.4997,,,,,
1929-04-01,,,16.5,,7.6341,,,,,
1929-05-01,,,16.3,,7.7685,,,,,
1929-06-01,,,16.4,,7.8223,,,,,
1929-07-01,,,16.6,,7.9298,,,,,
1929-08-01,,,16.6,,7.8492,,,,,
1929-09-01,,,16.6,,7.7954,,,,,
1929-10-01,,,16.4,,7.661,,,,,
1929-11-01,,,16.1,,7.2847,,,,,
1929-12-01,,,16.1,,6.9621,,,,,
1930-01-01,,,15.9,,6.9621,,,,,
1930-02-01,,,15.7,,6.9352,,,,,
1930-03-01,,,15.5,,6.8277,,,,,
1930-04-01,,,15.5,,6.774,,,,,
1930-05-01,,,15.3,,6.6664,,,,,
1930-06-01,,,15.0,,6.4783,,,,,
1930-07-01,,,14.5,,6.1826,,,,,
1930-08-01,,,14.5,,6.0482,,,,,
1930-09-01,,,14.5,,5.9406,,,,,
1930-10-01,,,14.3,,5.7794,,,,,
1930-11-01,,,14.0,,5.645,,,,,
1930-12-01,,,13.7,,5.5106,,,,,
1931-01-01,,,13.5,,5.4837,,,,,
1931-02-01,,,13.2,,5.5106,,,,,
1931-03-01,,,13.1,,5.6181,,,,,
1931-04-01,,,12.9,,5.645,,,,,
1931-05-01,,,12.6,,5.5643,,,,,
1931-06-01,,,12.4,,5.4299,,,,,
1931-07-01,,,12.4,,5.3493,,,,,
1931-08-01,,,12.4,,5.1611,,,,,
1931-09-01,,,12.3,,4.9192,,,,,
1931-10-01,,,12.1,,4.731,,,,,
1931-11-01,,,12.1,,4.6772,,,,,
1931-12-01,,,11.8,,4.6504,,,,,
1932-01-01,,,11.6,,4.516,,,,,
1932-02-01,,,11.4,,4.4084,,,,,
1932-03-01,,,11.4,,4.3547,,,,,
1932-04-01,,,11.3,,4.059,,,,,
1932-05-01,,,11.1,,3.9246,,,,,
1932-06-01,,,11.0,,3.7902,,,,,
1932-07-01,,,11.1,,3.6827,,,,,
1932-08-01,,,11.2,,3.7902,,,,,
1932-09-01,,,11.3,,4.0321,,,,,
1932-10-01,,,11.1,,4.1665,,,,,
1932-11-01,,,11.0,,4.1665,,,,,
1932-12-01,,,10.8,,4.0859,,,,,
1933-01-01,,,10.5,,4.0052,,,,,
1933-02-01,,,10.3,,4.0321,,,,,
1933-03-01,,,10.4,,3.7902,,,,,
1933-04-01,,,10.4,,4.059,,,,,
1933-05-01,,,10.8,,4.731,,,,,
1933-06-01,,,11.2,,5.4568,,,,,
1933-07-01,,,11.9,,5.9675,,,,,
1933-08-01,,,12.0,,5.7256,,,,,
1933-09-01,,,12.2,,5.403,,,,,
1933-10-01,,,12.3,,5.1342,,,,,
1933-11-01,,,12.3,,4.8385,,,,,
1933-12-01,,,12.2,,4.8654,,,,,
1934-01-01,,,12.4,,5.0267,,,,,
1934-02-01,,,12.7,,5.2686,,,,,
1934-03-01,,,12.7,,5.5106,,,,,
1934-04-01,,,12.7,,5.5106,,,,,
1934-05-01,,,12.7,,5.6181,,,,,
1934-06-01,,,12.9,,5.5106,,,,,
1934-07-01,,,12.9,,5.1342,,,,,
1934-08-01,,,13.2,,5.0805,,,,,
1934-09-01,,,13.4,,4.7848,,,,,
1934-10-01,,,13.2,,4.9998,,,,,
1934-11-01,,,13.2,,5.0536,,,,,
1934-12-01,,,13.3,,5.3761,,,,,
1935-01-01,,,13.6,,5.8062,,,,,
1935-02-01,,,13.7,,5.9138,,,,,
1935-03-01,,,13.7,,5.8869,,,,,
1935-04-01,,,13.8,,5.7794,,,,,
1935-05-01,,,13.8,,5.7794,,,,,
1935-06-01,,,13.8,,5.86,,,,,
1935-07-01,,,13.7,,5.86,,,,,
1935-08-01,,,13.9,,6.075,,,,,
1935-09-01,,,13.9,,6.2363,,,,,
1935-10-01,,,13.9,,6.4245,,,,,
1935-11-01,,,13.9,,6.5589,,,,,
1935-12-01,,,14.0,,6.6395,,,,,
1936-01-01,,,13.9,,6.532,,,,,
1936-02-01,,,13.9,,6.3707,,,,,
1936-03-01,,,13.7,,6.4514,,,,,
1936-04-01,,,13.7,,6.8546,,,,,
1936-05-01,,,13.5,,6.989,,,,,
1936-06-01,,,13.7,,7.1234,,,,,
1936-07-01,,,13.9,,7.2578,,,,,
1936-08-01,,,14.0,,7.3653,,,,,
1936-09-01,,,14.0,,7.4997,,,,,
1936-10-01,,,14.0,,7.6073,,,,,
1936-11-01,,,14.2,,7.8223,,,,,
1936-12-01,,,14.5,,8.0642,,,,,
1937-01-01,,,14.8,,8.0373,,,,,
1937-02-01,,,14.9,,8.1449,,,,,
1937-03-01,,,15.1,,8.333,,,,,
1937-04-01,,,15.2,,8.333,,,,,
1937-05-01,,,15.1,,8.3599,,,,,
1937-06-01,,,15.0,,8.2524,,,,,
1937-07-01,,,15.2,,8.3062,,,,,
1937-08-01,,,15.1,,8.2524,,,,,
1937-09-01,,,15.1,,7.9836,,,,,
1937-10-01,,,14.7,,7.3922,,,,,
1937-11-01,,,14.4,,6.6664,,,,,
1937-12-01,,,14.1,,6.075,,,,,
1938-01-01,,,14.0,,5.9406,,,,,
1938-02-01,,,13.8,,5.8869,,,,,
1938-03-01,,,13.7,,5.8869,,,,,
1938-04-01,,,13.5,,5.7794,,,,,
1938-05-01,,,13.5,,5.645,,,,,
1938-06-01,,,13.5,,5.6987,,,,,
1938-07-01,,,13.6,,6.0213,,,,,
1938-08-01,,,13.4,,6.3439,,,,,
1938-09-01,,,13.5,,6.532,,,,,
1938-10-01,,,13.4,,6.6933,,,,,
1938-11-01,,,13.4,,6.9621,,,,,
1938-12-01,,,13.3,,7.0428,,,,,
1939-01-01,,,13.3,,7.0428,,,,,
1939-02-01,,,13.3,,7.0965,,,,,
1939-03-01,,,13.2,,7.1234,,,,,
1939-04-01,,,13.1,,7.0965,,,,,
1939-05-01,,,13.1,,7.0696,,,,,
1939-06-01,,,13.0,,7.2309,,,,,
1939-07-01,,,13.0,,7.446,,,,,
1939-08-01,,,12.9,,7.5535,,,,,
1939-09-01,,,13.6,,8.0105,,,,,
1939-10-01,,,13.7,,8.4137,,,,,
1939-11-01,,,13.6,,8.6287,,,,,
1939-12-01,,,13.7,,8.6287,,,,,
1940-01-01,,,13.7,,8.5212,,,,,
1940-02-01,,,13.6,,8.2524,,,,,
1940-03-01,,,13.5,,8.0642,,,,,
1940-04-01,,,13.5,,8.2255,,,,,
1940-05-01,,,13.5,,8.4674,,,,,
1940-06-01,,,13.4,,8.7362,,,,,
1940-07-01,,,13.4,,8.8438,,,,,
1940-08-01,,,13.4,,8.8975,,,,,
1940-09-01,,,13.4,,9.0857,,,,,
1940-10-01,,,13.6,,9.2201,,,,,
1940-11-01,,,13.7,,9.4351,,,,,
1940-12-01,,,13.8,,9.7577,,,,,
1941-01-01,,,13.9,,9.9996,,,,,
1941-02-01,,,13.9,,10.2953,,,,,
1941-03-01,,,14.0,,10.6179,,,,,
1941-04-01,,,14.4,,10.6448,,,,,
1941-05-01,,,14.6,,11.1286,,,,,
1941-06-01,,,15.0,,11.2093,,,,,
1941-07-01,,,15.3,,11.3437,,,,,
1941-08-01,,,15.6,,11.4781,,,,,
1941-09-01,,,15.8,,11.4781,,,,,
1941-10-01,,,15.9,,11.5856,,,,,
1941-11-01,,,15.9,,11.6394,,,,,
1941-12-01,,,16.2,,11.8275,,,,,
1942-01-01,,,16.5,,12.0695,,,,,
1942-02-01,,,16.7,,12.2845,,,,,
1942-03-01,,,16.8,,12.4189,,,,,
1942-04-01,,,17.0,,12.0695,,,,,
1942-05-01,,,17.0,,12.0963,,,,,
1942-06-01,,,17.0,,12.1232,,,,,
1942-07-01,,,17.0,,12.4189,,,,,
1942-08-01,,,17.1,,12.7952,,,,,
1942-09-01,,,17.2,,13.0909,,,,,
1942-10-01,,,17.2,,13.521,,,,,
1942-11-01,,,17.3,,13.8436,,,,,
1942-12-01,,,17.4,,14.1662,,,,,
1943-01-01,,,17.5,,14.3006,,,,,
1943-02-01,,,17.7,,14.6769,,,,,
1943-03-01,,,17.8,,14.7844,,,,,
1943-04-01,,,17.9,,14.9726,,,,,
1943-05-01,,,17.9,,15.0801,,,,,
1943-06-01,,,17.9,,14.9995,,,,,
1943-07-01,,,17.8,,15.4564,,,,,
1943-08-01,,,17.8,,15.779,,,,,
1943-09-01,,,17.8,,16.1822,,,,,
1943-10-01,,,17.8,,16.4241,,,,,
1943-11-01,,,17.7,,16.6392,,,,,
1943-12-01,,,17.8,,16.4241,,,,,
1944-01-01,,,17.8,,16.6123,,,,,
1944-02-01,,,17.8,,16.7467,,,,,
1944-03-01,,,17.9,,16.7198,,,,,
1944-04-01,,,17.9,,16.7198,,,,,
1944-05-01,,,17.9,,16.6123,,,,,
1944-06-01,,,18.0,,16.5585,,,,,
1944-07-01,,,17.9,,16.5317,,,,,
1944-08-01,,,17.9,,16.7467,,,,,
1944-09-01,,,17.9,,16.6392,,,,,
1944-10-01,,,17.9,,16.693,,,,,
1944-11-01,,,18.0,,16.5585,,,,,
1944-12-01,,,18.0,,16.5048,,,,,
1945-01-01,,,18.1,,16.3435,,,,,
1945-02-01,,,18.1,,16.2897,,,,,
1945-03-01,,,18.1,,16.1822,,,,,
1945-04-01,,,18.2,,15.8865,,,,,
1945-05-01,,,18.3,,15.4564,,,,,
1945-06-01,,,18.3,,15.107,,,,,
1945-07-01,,,18.3,,14.7576,,,,,
1945-08-01,,,18.2,,13.2253,,,,,
1945-09-01,,,18.1,,12.0426,,,,,
1945-10-01,,,18.2,,11.5587,,,,,
1945-11-01,,,18.4,,11.9888,,,,,
1945-12-01,,,18.4,,12.0426,,,,,
1946-01-01,,,18.4,,11.3706,,,,,
1946-02-01,,,18.5,,10.8061,,,,,
1946-03-01,,,18.8,,11.9351,,,,,
1946-04-01,,,19.0,,11.72,,,,,
1946-05-01,,,19.1,,11.2899,,,,,
1946-06-01,,,19.4,,11.9888,,,,,
1946-07-01,,,21.5,,12.392,,,,,
1946-08-01,,,22.2,,12.849,,,,,
1946-09-01,,,21.4,,13.0909,,,,,
1946-10-01,,,23.1,,13.3329,,,,,
1946-11-01,,,24.1,,13.4135,,,,,
1946-12-01,,,24.3,,13.4941,,,,,
1947-01-01,243.164,,24.5,,13.6554,,,,,
1947-02-01,,,24.7,,13.7361,,,,,
1947-03-01,,,25.3,,13.8167,,,,,
1947-04-01,245.968,,25.1,,13.7092,,,,,
1947-05-01,,,25.0,,13.7629,,,,,
1947-06-01,,,25.0,,13.7629,,,,,
1947-07-01,249.585,,25.3,,13.6823,,,,,
1947-08-01,,,25.6,,13.7629,,,,,
1947-09-01,,,26.1,,13.8705,,,,,
1947-10-01,259.745,,26.4,,14.0049,,,,,
1947-11-01,,,26.7,,14.193,,,,,
1947-12-01,,,27.2,,14.2468,,,,,
1948-01-01,265.742,3.4,27.7,,14.3274,,,,,
1948-02-01,,3.8,27.2,,14.3543,,,,,
1948-03-01,,4.0,27.2,,14.1931,,,,,
1948-04-01,272.567,3.9,27.4,,14.2199,,,,,
1948-05-01,,3.5,27.5,,14.4618,,,,,
1948-06-01,,3.6,27.7,,14.65,,,,,
1948-07-01,279.196,3.6,28.0,,14.65,,,,,
1948-08-01,,3.9,28.2,,14.5962,,,,,
1948-09-01,,3.8,28.1,,14.4887,,,,,
1948-10-01,280.366,3.7,27.8,,14.5963,,,,,
1948-11-01,,3.8,27.8,,14.4081,,,,,
1948-12-01,,4.0,27.6,,14.2737,,,,,
1949-01-01,275.034,4.3,27.3,,14.1393,,,,,
1949-02-01,,4.7,26.8,,14.0049,,,,,
1949-03-01,,5.0,26.8,,13.7361,,,,,
1949-04-01,271.351,5.3,26.5,,13.6554,,,,,
1949-05-01,,6.1,26.3,,13.4673,,,,,
1949-06-01,,6.2,26.0,,13.4404,,,,,
1949-07-01,272.889,6.7,26.0,,13.4135,,,,,
1949-08-01,,6.8,26.0,,13.5479,,,,,
1949-09-01,,6.6,26.1,,13.6823,,,,,
1949-10-01,270.627,7.9,26.0,,13.1716,,,,,
1949-11-01,,6.4,26.0,,13.521,,,,,
1949-12-01,,6.6,25.9,,13.7629,,,,,
1950-01-01,280.828,6.5,25.9,,14.0049,,,,,
1950-02-01,,6.4,26.1,,14.0586,,,,,
1950-03-01,,6.3,26.1,,14.5156,,,,,
1950-04-01,290.383,5.8,26.1,,14.9995,,,,,
1950-05-01,,5.5,26.4,,15.3489,,,,,
1950-06-01,,5.4,26.6,,15.8059,,,,,
1950-07-01,308.153,5.0,27.3,,16.3166,,,,,
1950-08-01,,4.5,27.9,,16.8274,,,,,
1950-09-01,,4.4,28.4,,16.7198,,,,,
1950-10-01,319.945,4.2,28.6,,16.8273,,,,,
1950-11-01,,4.2,29.0,,16.8005,,,,,
1950-12-01,,4.3,29.7,,17.0962,,,,,
1951-01-01,336.0,3.7,30.5,,17.1499,,,,,
1951-02-01,,3.4,30.9,,17.2575,,,,,
1951-03-01,,3.4,30.9,,17.3381,,,,,
1951-04-01,344.09,3.1,30.8,,17.365,,,,,
1951-05-01,,3.0,30.7,,17.3112,,,,,
1951-06-01,,3.2,30.5,,17.2306,,,,,
1951-07-01,351.385,3.1,30.3,,16.9618,,,,,
1951-08-01,,3.1,30.1,,16.8005,,,,,
1951-09-01,,3.3,30.1,,16.908,,,,,
1951-10-01,356.178,3.5,30.1,,16.8811,,,,,
1951-11-01,,3.5,30.1,,17.0155,,,,,
1951-12-01,,3.1,30.1,,17.123,,,,,
1952-01-01,359.82,3.2,30.0,,17.3112,,,,,
1952-02-01,,3.1,29.8,,17.4187,,,,,
1952-03-01,,2.9,29.8,,17.4725,,,,,
1952-04-01,361.03,2.9,29.6,,17.3112,,,,,
1952-05-01,,3.0,29.6,,17.1499,,,,,
1952-06-01,,3.0,29.5,,16.9886,,,,,
1952-07-01,367.701,3.2,29.6,,16.7198,,,,,
1952-08-01,,3.4,29.8,,17.7951,,,,,
1952-09-01,,3.1,29.6,,18.4402,,,,,
1952-10-01,380.812,3.0,29.5,,18.6284,,,,,
1952-11-01,,2.8,29.3,,19.0047,,,,,86.2
1952-12-01,,2.7,29.1,,19.1122,,,,,
1953-01-01,387.98,2.9,29.1,,19.166,,,,,
1953-02-01,,2.6,29.1,,19.2735,,,,,90.7
1953-03-01,,2.6,29.2,,19.4348,,,,,
1953-04-01,391.749,2.7,29.0,,19.5154,,,,,
1953-05-01,,2.5,29.1,,19.6229,,,,,
1953-06-01,,2.5,29.0,,19.5423,,,,,
1953-07-01,391.171,2.6,29.4,,19.7842,,,,,
1953-08-01,,2.7,29.3,,19.6767,,,,,80.8
1953-09-01,,2.9,29.4,,19.2735,,,,,
1953-10-01,385.97,3.1,29.2,,19.1122,,,,,
1953-11-01,,3.5,29.1,,18.6553,,,,,80.7
1953-12-01,,4.5,29.2,,18.1983,,,,,
1954-01-01,385.345,4.9,29.4,,18.0639,,,,,
1954-02-01,,5.2,29.3,,18.1176,,,,,82.0
1954-03-01,,5.7,29.3,,18.0101,,,,,
1954-04-01,386.121,5.9,29.4,,17.9026,,,,,
1954-05-01,,5.9,29.4,,18.0101,,,,,82.9
1954-06-01,,5.6,29.2,,18.0639,,,,,
1954-07-01,390.996,5.8,29.3,,18.0907,,,,,
1954-08-01,,6.0,29.3,,18.0639,,,,,
1954-09-01,,6.1,29.2,,18.0908,,,,,
1954-10-01,399.734,5.7,29.1,,18.3058,,,,,
1954-11-01,,5.3,29.2,,18.6015,,,,,87.0
1954-12-01,,5.0,29.0,,18.8434,,,,,
1955-01-01,413.073,4.9,29.2,,19.2735,,,,,
1955-02-01,,4.7,29.3,,19.5154,,,,,95.9
1955-03-01,,4.6,29.2,,19.9724,,,,,
1955-04-01,421.532,4.7,29.3,,20.2143,,,,,
1955-05-01,,4.3,29.1,,20.5369,,,,,99.1
1955-06-01,,4.2,29.3,,20.5638,,,,,
1955-07-01,430.221,4.0,29.3,,20.7251,,,,,
1955-08-01,,4.2,29.4,,20.6982,,,,,
1955-09-01,,4.1,29.6,,20.8326,,,,,
1955-10-01,437.092,4.3,29.6,,21.182,,,,,
1955-11-01,,4.2,29.5,,21.2358,,,,,99.7
1955-12-01,,4.2,29.5,,21.3164,,,,,
1956-01-01,439.746,4.0,29.7,,21.4508,,,,,
1956-02-01,,3.9,29.8,,21.2627,,,,,
1956-03-01,,4.2,29.9,,21.2627,,,,,
1956-04-01,446.01,4.0,30.1,,21.424,,,,,
1956-05-01,,4.3,30.3,,21.2358,,,,,98.2
1956-06-01,,4.3,30.3,,21.0476,,,,,
1956-07-01,451.191,4.4,30.2,,20.4025,,,,,
1956-08-01,,4.1,30.4,,21.2358,,,,,99.9
1956-09-01,,3.9,30.6,,21.7197,,,,,
1956-10-01,460.463,3.9,30.6,,21.9078,,,,,
1956-11-01,,4.3,30.7,,21.7197,,,,,100.2
1956-12-01,,4.2,30.8,,22.0422,,,,,
1957-01-01,469.779,4.2,31.0,,21.9616,,,,,
1957-02-01,,3.9,31.0,,22.1766,,,,,
1957-03-01,,3.7,31.0,,22.1498,,,,,
1957-04-01,472.025,3.9,31.1,,21.8541,,,,,
1957-05-01,,4.1,31.0,,21.7734,,,,,92.9
1957-06-01,,4.3,31.1,,21.8272,,,,,
1957-07-01,479.49,4.2,31.3,,21.9616,,,,,
1957-08-01,,4.1,31.4,,21.9616,,,,,
1957-09-01,,4.4,31.3,,21.7734,,,,,
1957-10-01,474.864,4.5,31.2,,21.4508,,,,,
1957-11-01,,5.1,31.3,,20.9401,,,,,83.7
1957-12-01,,5.2,31.4,,20.5369,,,,,
1958-01-01,467.54,5.8,31.5,,20.1606,,,,,
1958-02-01,,6.4,31.5,,19.7305,,,,,78.5
1958-03-01,,6.7,31.7,,19.4885,,,,,
1958-04-01,471.978,7.4,31.6,,19.166,,,,,
1958-05-01,,7.4,31.7,,19.3541,,,,,80.9
1958-06-01,,7.3,31.6,,19.8649,,,,,
1958-07-01,485.841,7.5,31.6,,20.1606,,,,,
1958-08-01,,7.4,31.6,,20.5638,,,,,
1958-09-01,,7.1,31.6,,20.752,,,,,
1958-10-01,499.555,6.7,31.5,,20.9939,,,,,
1958-11-01,,6.2,31.6,,21.6121,,,,,90.8
1958-12-01,,6.2,31.6,,21.639,,,,,
1959-01-01,510.33,6.0,31.7,,21.9616,1657.0,306.1,,,
1959-02-01,,5.9,31.7,,22.3917,1667.0,309.6,,,
1959-03-01,,5.6,31.7,,22.7142,1620.0,312.7,,,
1959-04-01,522.653,5.2,31.8,,23.1981,1590.0,312.2,,,
1959-05-01,,5.1,31.8,,23.5476,1498.0,316.1,,,95.3
1959-06-01,,5.0,31.7,,23.5744,1503.0,318.2,,,
1959-07-01,525.034,5.1,31.7,,23.0099,1547.0,317.8,,,
1959-08-01,,5.2,31.6,,22.2304,1430.0,320.2,,,
1959-09-01,,5.5,31.7,,22.2035,1540.0,324.2,,,
1959-10-01,528.6,5.7,31.6,,22.0422,1355.0,322.8,,,
