,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-30,60.84933827038797,62.0093436795025,60.52414557218957,61.837039947509766,167976400,0.0,0.0
2020-03-31,62.028754737466606,63.70080921944118,61.155108844211355,61.71084213256836,197002000,0.0,0.0
2020-04-01,59.82037323829742,60.35912091217952,58.03183020107801,58.46379852294922,176218400,0.0,0.0
2020-04-02,58.32547341461665,59.49275888105111,57.49065701285396,59.439369201660156,165934000,0.0,0.0
2020-04-03,58.92247157470053,59.62623930857482,57.99301040837071,58.585147857666016,129880000,0.0,0.0
2020-04-06,60.888177619792245,63.85128701213313,60.51930809689075,63.69597625732422,201820400,0.0,0.0
2020-04-07,65.71748491139161,65.93590198494132,62.853875034378305,62.95822525024414,202887200,0.0,0.0
2020-04-08,63.76148528714011,64.88509036892265,63.395044991841544,64.56961059570312,168895200,0.0,0.0
2020-04-09,65.20784512846275,65.54031414733082,64.2371292048889,65.03553771972656,161834800,0.0,0.0
2020-04-13,65.11320728466447,66.42125075775364,64.51136064871955,66.31204223632812,131022800,0.0,0.0
2020-04-14,67.9501340306998,69.95223619410436,67.47690692059525,69.66101837158203,194994800,0.0,0.0
2020-04-15,68.53256171861511,69.4862886004415,68.10302246952716,69.02519989013672,131154400,0.0,0.0
2020-04-16,69.74110330393147,69.94010189303526,68.52042803590564,69.57365417480469,157125200,0.0,0.0
2020-04-17,69.08828263215949,69.636739522461,67.18810198275611,68.6296157836914,215250000,0.0,0.0
2020-04-20,67.45265367496387,68.35784190926253,67.18570520408012,67.20511627197266,130015200,0.0,0.0
2020-04-21,67.04735361351801,67.28275253901889,64.41428499057956,65.12776184082031,180991600,0.0,0.0
2020-04-22,66.39940914673265,67.4405043108994,66.05723821466911,67.0036849975586,116862400,0.0,0.0
2020-04-23,66.94785276175145,68.37480642869768,66.7051737682157,66.74400329589844,124814400,0.0,0.0
2020-04-24,67.27064283501898,68.68060767421453,67.22210405742399,68.6708984375,126161200,0.0,0.0
2020-04-27,68.38694490813113,69.05189045933044,67.93799464568525,68.71942138671875,117087600,0.0,0.0
2020-04-28,69.18294368703222,69.36495298340253,67.51331796268283,67.60552978515625,112004800,0.0,0.0
2020-04-29,69.0979975124322,70.29683242001799,68.89414803177873,69.82603454589844,137280800,0.0,0.0
2020-04-30,70.36719351970498,71.47623821292636,69.97648392480959,71.29907989501953,183064000,0.0,0.0
2020-05-01,69.46687320779041,72.56103087905444,69.36980307576957,70.15122985839844,240616800,0.0,0.0
2020-05-04,70.17550415897956,71.27241079901312,69.4838673851674,71.14379119873047,133568000,0.0,0.0
2020-05-05,71.60488073705282,73.04639490337159,71.45927182415636,72.21157836914062,147751200,0.0,0.0
2020-05-06,72.9153300566067,73.58997737842726,72.52947133643356,72.95658874511719,142333600,0.0,0.0
2020-05-07,73.58513616899319,74.05836324243135,73.28178737986006,73.7113265991211,115215200,0.0,0.0
2020-05-08,74.37319104788544,75.51930110394392,74.04468608439737,75.46576690673828,133838400,0.205,0.0
2020-05-11,74.97179952522458,77.14965158521665,74.76252676945559,76.65325164794922,145946400,0.0,0.0
2020-05-12,77.33948047530653,77.79208931359327,75.6555994515511,75.77726745605469,162301200,0.0,0.0
2020-05-13,75.95729325642787,76.8819740536017,73.78186990088469,74.8622817993164,200622400,0.0,0.0
2020-05-14,74.09823268490378,75.38304620688119,73.37308887883164,75.32221221923828,158929200,0.0,0.0
2020-05-15,73.08595077247826,74.92313414173562,73.05188017652294,74.87689971923828,166348400,0.0,0.0
2020-05-18,76.20552437986748,77.01582984347145,75.51201542213853,76.6410903930664,135178400,0.0,0.0
2020-05-19,76.65813571214994,77.50737593072427,76.16659969162133,76.19823455810547,101729600,0.0,0.0
2020-05-20,77.05963407747018,77.75070734904016,77.02069943070256,77.68014526367188,111504800,0.0,0.0
2020-05-21,77.54144307709652,78.08408497746194,76.86253362412333,77.10100555419922,102688800,0.0,0.0
2020-05-22,76.83818252513326,77.68013017413679,76.73598559499173,77.59739685058594,81803200,0.0,0.0
2020-05-26,78.71917419280368,78.89924040659268,77.01582266467501,77.07179260253906,125522000,0.0,0.0
2020-05-27,76.92823567989113,77.55360346730318,76.18605652967298,77.40760040283203,112945200,0.0,0.0
2020-05-28,77.0815105842542,78.70456430922319,76.80411151901345,77.441650390625,133560800,0.0,0.0
2020-05-29,77.6849956705814,78.14733245248436,77.00852208206489,77.36622619628906,153532400,0.0,0.0
2020-06-01,77.31999390359594,78.43934069786921,77.18859041846218,78.31767272949219,80791200,0.0,0.0
2020-06-02,78.05002036888385,78.70459478928636,77.60714707589307,78.68025970458984,87642800,0.0,0.0
2020-06-03,79.00145559647322,79.37619506332315,78.4271788552984,79.11338806152344,104491200,0.0,0.0
2020-06-04,78.9357445019579,79.23504293791275,78.05729794865285,78.43203735351562,87560400,0.0,0.0
2020-06-05,78.68269152133999,80.7267122915967,78.6534923915688,80.66587829589844,137250400,0.0,0.0
2020-06-08,80.36169309987528,81.17686997307266,79.64872058754821,81.1427993774414,95654400,0.0,0.0
2020-06-09,80.82159171486241,84.09931925314608,80.78995685878904,83.70511627197266,147712400,0.0,0.0
2020-06-10,84.65660018774346,86.32831746319862,84.21616258398699,85.85868072509766,166651600,0.0,0.0
2020-06-11,84.99966970000351,85.42550756039871,81.63433719073035,81.73653411865234,201662400,0.0,0.0
2020-06-12,83.88275926094929,84.63223063265221,81.32773208201846,82.44220733642578,200146000,0.0,0.0
2020-06-15,81.09170230417108,84.1163662672843,80.92866395631923,83.4617919921875,138808800,0.0,0.0
2020-06-16,85.52283897490148,85.9462485185203,83.88275727706606,85.6737060546875,165428800,0.0,0.0
2020-06-17,86.42075685110076,86.48159083556952,85.43281353741015,85.55448150634766,114406400,0.0,0.0
2020-06-18,85.51067747543081,86.00708483695735,84.97777121070888,85.58854675292969,96820400,0.0,0.0
2020-06-19,86.2966575684398,86.76385839432308,83.98739454869698,85.09944152832031,264476000,0.0,0.0
2020-06-22,85.49363911693206,87.46952555006234,85.44740469919928,87.32595825195312,135445200,0.0,0.0
2020-06-23,88.5742789095001,90.61343520003089,88.15330507538052,89.1899185180664,212155600,0.0,0.0
2020-06-24,88.81761971025675,89.73986501886358,87.24080011710065,87.61553955078125,192623200,0.0,0.0
2020-06-25,87.77128710141119,88.81762879904495,87.0096443292993,88.77869415283203,137522400,0.0,0.0
2020-06-26,88.67406487318402,88.89550150488402,85.90246451179942,86.0509033203125,205256800,0.0,0.0
2020-06-29,85.9584251297807,88.12898509123728,85.47905300682135,88.0340805053711,130646000,0.0,0.0
2020-06-30,87.62040543722048,89.0560934802323,87.60094182870904,88.76895141601562,140223200,0.0,0.0
2020-07-01,88.84682302233178,89.39189318717276,88.55238859500506,88.6010513305664,110737200,0.0,0.0
2020-07-02,89.51113285524976,90.14867187148857,88.48669056028642,88.6010513305664,114041600,0.0,0.0
2020-07-06,90.03429319420877,91.44077455841791,90.00265833546331,90.97113800048828,118655600,0.0,0.0
2020-07-07,91.35075503882443,92.1318614031436,90.57694845637647,90.68888092041016,112424400,0.0,0.0
2020-07-08,91.66952230167387,92.83266788269125,91.58191749535032,92.80103302001953,117092000,0.0,0.0
2020-07-09,93.69648840656866,93.75002260337047,92.14887559615345,93.20008850097656,125642800,0.0,0.0
2020-07-10,92.79372347201921,93.42153433551938,92.18051959638903,93.36312866210938,90257200,0.0,0.0
2020-07-13,94.67227687695217,97.29057387515883,92.71828964483974,92.93242645263672,191649200,0.0,0.0
2020-07-14,92.31192546978035,94.66255171537146,91.37508797222462,94.47032165527344,170989200,0.0,0.0
2020-07-15,96.35132045919771,96.60195624210073,93.91796045974108,95.12004089355469,153198000,0.0,0.0
2020-07-16,93.98852724031188,94.8085683480698,93.34855239093874,93.94959259033203,110577600,0.0,0.0
2020-07-17,94.4021760380504,94.55790717010848,93.2852575959958,93.759765625,92186800,0.0,0.0
2020-07-20,93.84737490055309,95.8743600058145,93.50183459957924,95.73565673828125,90318000,0.0,0.0
2020-07-21,96.52894250206293,96.60437605553066,94.16371667540041,94.41435241699219,103433200,0.0,0.0
2020-07-22,94.11504710524962,95.36336177523553,94.02744972364847,94.6795883178711,89001600,0.0,0.0
2020-07-23,94.41193221010931,94.48980151231123,89.55738346847866,90.37012481689453,197004400,0.0,0.0
2020-07-24,88.56212813927338,90.49178057488463,86.76873582504383,90.146240234375,185438800,0.0,0.0
2020-07-27,91.21203824708473,92.37518368443884,90.98817335217583,92.28271484375,121214000,0.0,0.0
2020-07-28,91.852015075252,92.02965297999799,90.76186742027873,90.76673889160156,103625600,0.0,0.0
2020-07-29,91.25096993011928,92.6915218428662,91.21447102735182,92.50658416748047,90329200,0.0,0.0
2020-07-30,91.67682263526055,93.73057872513968,91.26802000602063,93.62594604492188,158130000,0.0,0.0
2020-07-31,100.142485220989,103.57838786224833,98.13739181757805,103.42752075195312,374336800,0.0,0.0
2020-08-03,105.31579399255398,108.66166323525441,105.01649553295304,106.03363800048828,308151200,0.0,0.0
2020-08-04,106.22343825153119,107.83675673192468,105.49829447245462,106.74174499511719,173071600,0.0,0.0
2020-08-05,106.46191633779561,107.44985972369943,105.99470803547494,107.12865447998047,121776800,0.0,0.0
2020-08-06,107.46201970975673,111.36269464253704,106.87071514088169,110.86628723144531,202428800,0.0,0.0
2020-08-07,110.38605796245164,110.84435557432207,107.54608428478957,108.34566497802734,198045600,0.205,0.0
2020-08-10,109.79612844927841,110.94187256781626,107.26087294038835,109.92045593261719,212403600,0.0,0.0
2020-08-11,109.18181853754392,109.68155371834231,106.39059512633617,106.65143585205078,187902400,0.0,0.0
2020-08-12,107.74597507351805,110.45431580374148,107.5509582932633,110.19591522216797,165598000,0.0,0.0
2020-08-13,111.58055905900497,113.15290889313627,111.09056951787859,112.1461181640625,210082000,0.0,0.0
2020-08-14,111.97058065669567,112.13634564305688,110.23002598166595,112.04615020751953,165565200,0.0,0.0
2020-08-17,113.17239437524739,113.19677333095444,111.12468856587184,111.75362396240234,119561600,0.0,0.0
2020-08-18,111.50498397074077,113.11145831572809,111.1685737018232,112.68485260009766,105633600,0.0,0.0
2020-08-19,113.09437125345387,114.2449878956161,112.73114940664348,112.82621765136719,145538000,0.0,0.0
2020-08-20,112.86767022580362,115.44437022786464,112.85060421374463,115.32979583740234,126907200,0.0,0.0
2020-08-21,116.29270335052242,121.75813472539492,116.28051759278713,121.27302551269531,338054800,0.0,0.0
2020-08-24,125.49276470400675,125.57809477103142,120.85130005912201,122.7234878540039,345937600,0.0,0.0
2020-08-25,121.59239290506812,122.0628763223725,119.98835110470337,121.71671295166016,211495600,0.0,0.0
2020-08-26,123.03797045440116,123.83023825240734,121.96779591940656,123.37194061279297,163022400,0.0,0.0
2020-08-27,123.97650023718222,124.31047038391692,120.74891816931488,121.89710235595703,155552400,0.0,0.0
2020-08-28,122.8746266915099,123.2939194462389,121.47536238371781,121.69963836669922,187630000,0.0,0.0
2020-08-31,124.40311569012621,127.73795204194512,122.86245768919913,125.82675170898438,225702700,0.0,4.0
2020-09-01,129.45410665665014,131.44331646895694,127.27964057724809,130.8387451171875,151948100,0.0,0.0
2020-09-02,134.16382339626398,134.54411128513743,123.83753197784804,128.12796020507812,200119000,0.0,0.0
2020-09-03,123.74978578666541,125.6317192300971,117.49939923565937,117.86993408203125,257599600,0.0,0.0
2020-09-04,117.08010734336685,120.6197131497007,108.1287004650969,117.94794464111328,332607200,0.0,0.0
2020-09-08,111.11248652637892,116.0269845414498,109.87411453278108,110.01062774658203,231366600,0.0,0.0
2020-09-09,114.34009416642051,116.1732773411802,112.38989645051765,114.39859771728516,176940500,0.0,0.0
2020-09-10,117.36287063508007,117.49938384688613,109.69859487779826,110.6639404296875,182274400,0.0,0.0
2020-09-11,111.71705524591432,112.36062394434131,107.26085458483016,109.21105194091797,180860300,0.0,0.0
2020-09-14,111.8633336140555,113.0432022491566,109.9911457355189,112.48739624023438,140150100,0.0,0.0
2020-09-15,115.38345249375364,115.87100193475885,110.78098458035815,112.66292572021484,184642000,0.0,0.0
2020-09-16,112.36064192709577,113.11146475601348,109.250074265693,109.33782958984375,154679000,0.0,0.0
2020-09-17,106.98784309353663,109.40608398688913,106.00299120807408,107.59239959716797,178011000,0.0,0.0
2020-09-18,107.65091477299849,108.11895805599245,103.44823366112779,104.17955780029297,287104900,0.0,0.0
2020-09-21,101.93683396216227,107.44614391419555,100.5326892473239,107.33888244628906,195713800,0.0,0.0
2020-09-22,109.87412593250646,110.04964400266275,106.4417816531773,109.02578735351562,183055400,0.0,0.0
2020-09-23,108.84053574437004,109.31833209532834,104.11130039514165,104.45259094238281,150718700,0.0,0.0
2020-09-24,102.5511305606354,107.50463384194083,102.38536556375317,105.52518463134766,167743300,0.0,0.0
2020-09-25,105.72995643059598,109.64010445196426,104.98887930687886,109.48408508300781,149981400,0.0,0.0
2020-09-28,112.14611662005213,112.44839487161504,109.97164299267533,112.09735870361328,137672400,0.0,0.0
2020-09-29,111.69757545200666,112.43864521637902,110.741975312434,111.2490234375,99382200,0.0,0.0
2020-09-30,110.95649687203007,114.34009100590049,110.79073185621964,112.92619323730469,142675200,0.0,0.0
2020-10-01,114.7106226562807,114.78863234602518,112.94569620243965,113.88179016113281,116120400,0.0,0.0
2020-10-02,110.07889017847046,112.49713819553232,109.4255758436502,110.20565032958984,144712000,0.0,0.0
2020-10-05,111.07351187039006,113.7452805953654,110.72247569462236,113.59901428222656,106243800,0.0,0.0
2020-10-06,112.81893822935504,113.22848541577433,109.45485004559029,110.34219360351562,161498200,0.0,0.0
2020-10-07,111.76583377501191,112.67267601047055,111.28802997824441,112.2143783569336,96849000,0.0,0.0
2020-10-08,113.35524204497766,113.50150836130557,111.73657437259953,112.10711669921875,83477200,0.0,0.0
2020-10-09,112.40936252197992,114.08653326108117,112.0583264398698,114.05728149414062,100506900,0.0,0.0
2020-10-12,117.07035922140598,122.06286774169322,116.30978334982996,121.30229187011719,240226800,0.0,0.0
2020-10-13,122.15061740846656,122.26763193691325,116.67056718260892,118.08445739746094,262330500,0.0,0.0
2020-10-14,117.98694718210373,119.96639642799329,116.6413136031742,118.1722183227539,150712000,0.0,0.0
2020-10-15,115.76372578098064,118.18196653560398,115.20791978630072,117.70417022705078,112559200,0.0,0.0
2020-10-16,118.25999236233595,118.523273229094,115.85149691019734,116.05626678466797,115393800,0.0,0.0
2020-10-19,116.97283808725243,117.42138259241214,112.7799181793268,113.09194946289062,120639300,0.0,0.0
2020-10-20,113.3064702709398,116.01725100908146,112.75066428839048,114.58385467529297,124423700,0.0,0.0
2020-10-21,113.76477649436593,115.75397896154352,113.55025356563891,113.95980072021484,89946000,0.0,0.0
2020-10-22,114.52534061393521,115.1006527218332,111.73655770574223,112.86767578125,101988000,0.0,0.0
2020-10-23,113.49175890211328,113.64777829500613,111.43429965467703,112.17537689208984,82572600,0.0,0.0
2020-10-26,111.17101598676972,113.64776782516624,110.0691495843626,112.18511962890625,111850700,0.0,0.0
2020-10-27,112.61415768734956,114.35958542213467,111.68781680839272,113.69651794433594,92276800,0.0,0.0
2020-10-28,112.18511296666344,112.5556478095225,108.33346848159846,108.43097686767578,143937800,0.0,0.0
2020-10-29,109.57186368811263,114.01831219479435,109.4060912247632,112.44840240478516,146129200,0.0,0.0
2020-10-30,108.29446040306703,109.20130250137127,105.03763428104902,106.14924621582031,190272600,0.0,0.0
2020-11-02,106.3930380327763,107.92394295724235,104.64761016714455,106.0615005493164,122866900,0.0,0.0
2020-11-03,106.9293426114221,108.71376783877459,106.0225003905584,107.6899185180664,107624400,0.0,0.0
2020-11-04,111.29777308441078,112.71166332605715,109.55234539225575,112.08760070800781,138235500,0.0,0.0
2020-11-05,115.01290102705485,116.64132168469465,113.95979997203881,116.06600952148438,126387100,0.0,0.0
2020-11-06,115.57273140177695,116.43229602708031,113.43357855709559,115.93414306640625,114457900,0.205,0.0
2020-11-09,117.70211621905518,119.1575178931427,113.35544353875275,113.61917114257812,154515300,0.0,0.0
2020-11-10,112.86705932868448,114.8596862189922,111.4800244999921,113.27730560302734,138023400,0.0,0.0
2020-11-11,114.46897654176517,116.85231729677409,113.73639073565728,116.71556854248047,112295000,0.0,0.0
2020-11-12,116.84253851027572,117.73140528886907,115.81691554426702,116.44205474853516,103162300,0.0,0.0
2020-11-13,116.66671136042702,116.89136679085615,115.13316566812956,116.49089050292969,81581900,0.0,0.0
2020-11-16,116.15878952513835,118.18072580642377,115.40667146783778,117.50675201416016,91183000,0.0,0.0
2020-11-17,116.7741779499669,117.86816796066498,116.19787325311871,116.61788940429688,74271000,0.0,0.0
2020-11-18,115.85601699275279,117.03792133277894,115.260179873498,115.28948211669922,76322100,0.0,0.0
2020-11-19,114.85967663013399,116.29554592271136,114.09778862645973,115.88529968261719,74113000,0.0,0.0
2020-11-20,115.88530450548863,116.0122833606363,114.566651563308,114.61548614501953,73604300,0.0,0.0
2020-11-23,114.45921058973786,114.88899666218843,111.10885108956266,111.20652770996094,127959300,0.0,0.0
2020-11-24,111.26513373188881,113.16008391412161,109.97577558304761,112.4958724975586,113874200,0.0,0.0
2020-11-25,112.86704864167184,114.03918287230827,112.49586708858041,113.33589935302734,76499200,0.0,0.0
2020-11-27,113.86336408177817,114.76200083857178,113.52149221259015,113.88289642333984,46691300,0.0,0.0
2020-11-30,114.25407557732021,118.16119960518925,114.09778703912657,116.28578186035156,169410200,0.0,0.0
2020-12-01,118.20028020391975,120.60316075885692,117.22349912700635,119.87057495117188,127728200,0.0,0.0
2020-12-02,119.1868283254981,120.50548879201791,118.08306834880034,120.22222137451172,89004200,0.0,0.0
2020-12-03,120.65198415652675,120.90594929961036,119.37240344911088,120.08545684814453,78967600,0.0,0.0
2020-12-04,119.75334034037562,120.00730546840785,118.69841514908516,119.41146850585938,78260400,0.0,0.0
2020-12-07,119.47008847443368,121.67761574577153,119.4114839958422,120.87665557861328,86712000,0.0,0.0
2020-12-08,121.48226483759503,122.07810188882368,120.23197880317792,121.49202728271484,82225500,0.0,0.0
2020-12-09,121.63854821088353,123.02557557317189,118.19051214801601,118.95240020751953,115089200,0.0,0.0
2020-12-10,117.70213119748253,120.99388642913459,117.36025927781515,120.37850952148438,81312200,0.0,0.0
2020-12-11,119.58731188427349,119.90965143989179,117.75096607584693,119.56777954101562,86939800,0.0,0.0
2020-12-14,119.75336040497812,120.48594622407741,118.71797483203729,118.95240020751953,79184500,0.0,0.0
2020-12-15,121.4529531337426,124.93029876658031,121.24783000590143,124.91075897216797,157243700,0.0,0.0
2020-12-16,124.45166266688068,125.38936401918039,123.62139290925586,124.84236907958984,98208600,0.0,0.0
2020-12-17,125.90706892352664,126.57128777488863,125.06703664075737,125.71171569824219,94359800,0.0,0.0
2020-12-18,125.96570052204723,126.10244928345861,123.19163825002659,123.71910095214844,192541500,0.0,0.0
2020-12-21,122.11716580798591,125.33077641507083,120.58361982974765,125.25263214111328,121251600,0.0,0.0
2020-12-22,128.55418175761582,131.28917225657673,126.63968393699342,128.8179168701172,168904800,0.0,0.0
2020-12-23,129.09138474559504,129.355104892956,127.74342215221154,127.91925048828125,88223700,0.0,0.0
2020-12-24,128.27089053594116,130.36120131987872,128.0559975194573,128.90579223632812,54930100,0.0,0.0
2020-12-28,130.8788989655675,134.1511065581324,130.41003332778524,133.51620483398438,124486200,0.0,0.0
2020-12-29,134.8446360549227,135.5674445419394,131.22077155630924,131.73846435546875,121047300,0.0,0.0
2020-12-30,132.43197135905453,132.83245515094322,130.3025810031429,130.6151580810547,96452100,0.0,0.0
2020-12-31,130.9668102005262,131.6114892963398,128.66160623432629,129.6090850830078,99116600,0.0,0.0
2021-01-04,130.419813747916,130.50772046788387,123.81677157197642,126.40524291992188,143301900,0.0,0.0
2021-01-05,125.89738263843864,128.6812162223886,125.44805653442565,127.96815490722656,97664900,0.0,0.0
2021-01-06,124.75448181589701,128.00716462914988,123.44559128213457,123.66048431396484,155088000,0.0,0.0
2021-01-07,125.3795782358762,128.57365547614697,124.89118785865705,127.88013458251953,109578200,0.0,0.0
2021-01-08,129.3551297410371,129.55049790853118,127.2062140390898,128.9839630126953,105158200,0.0,0.0
2021-01-11,126.1903448095608,127.1475860544949,125.51636350795053,125.98521423339844,100384500,0.0,0.0
2021-01-12,125.51636516935064,126.67873700583286,123.91444484041192,125.80940246582031,91951100,0.0,0.0
2021-01-13,125.77031986493918,128.39786321634224,125.5065997184792,127.85086822509766,88636800,0.0,0.0
2021-01-14,127.76296279527958,127.95831602204765,125.77032113055597,125.9168472290039,90221800,0.0,0.0
2021-01-15,125.78987056372236,127.1964377514296,124.05120137461118,124.18795013427734,111598500,0.0,0.0
2021-01-19,124.81308118444944,125.72149530988855,123.9925886807919,124.86192321777344,90757300,0.0,0.0
2021-01-20,125.67263899637693,129.41371177555757,125.56519249707169,128.96438598632812,104319500,0.0,0.0
2021-01-21,130.69326179993675,136.42695979034838,130.48813129314166,133.6919708251953,120150900,0.0,0.0
2021-01-22,133.11570006235684,136.6028150348242,131.88496149210033,135.84092712402344,114459400,0.0,0.0
2021-01-25,139.7480427932305,141.72112937094178,133.36965015663242,139.6015167236328,157611700,0.0,0.0
2021-01-26,140.26575403148016,140.94949773337214,138.08752172506703,139.83596801757812,98390600,0.0,0.0
2021-01-27,140.0996903145117,140.94949991131097,137.14982245441175,138.76150512695312,140843800,0.0,0.0
2021-01-28,136.28046069255305,138.69311044857827,133.52593169647875,133.90687561035156,142621100,0.0,0.0
2021-01-29,132.67619570373378,133.56507019639048,127.18668998356583,128.89605712890625,177523800,0.0,0.0
2021-02-01,130.64447709526527,132.23663511827664,127.88994713431293,131.02542114257812,106239800,0.0,0.0
2021-02-02,132.57849082798725,133.14502563870852,131.48450079597174,131.85568237304688,83305400,0.0,0.0
2021-02-03,132.60779671715912,132.61757406703313,130.5077233148007,130.83006286621094,89880900,0.0,0.0
2021-02-04,133.1352936536694,134.20974413679528,131.46499107917862,134.19998168945312,84183100,0.0,0.0
2021-02-05,134.361383637691,134.4298527337004,132.9037994309717,133.78421020507812,75693800,0.205,0.0
2021-02-08,133.0700669616327,133.97983847702403,131.98421930396577,133.93092346191406,71297200,0.0,0.0
2021-02-09,133.64720333611686,134.87979583626688,132.89396894909677,133.05047607421875,76774200,0.0,0.0
2021-02-10,133.5102943457137,134.0092066849529,131.47555177979126,132.4440155029297,73046600,0.0,0.0
2021-02-11,132.94290131800943,133.42224462079582,130.85925883741726,132.18966674804688,64280000,0.0,0.0
2021-02-12,131.42661342450694,132.58093001697634,130.78097113036387,132.42440795898438,60145100,0.0,0.0
2021-02-16,132.5418109985024,133.05048531230534,129.90054970151292,130.29185485839844,80576300,0.0,0.0
2021-02-17,128.39409374989066,129.3429884368885,126.65282647260507,127.99301147460938,97918500,0.0,0.0
2021-02-18,126.38870666417387,127.17130227893666,124.63766222365031,126.88761901855469,96856700,0.0,0.0
2021-02-19,127.40608001446142,127.86585435879635,125.9974109532454,127.04412078857422,87668800,0.0,0.0
2021-02-22,125.2245820305238,126.89738013381545,122.86702591113955,123.2583236694336,103916400,0.0,0.0
2021-02-23,121.067072044615,123.95287914625916,115.81391675875304,123.12137603759766,158273000,0.0,0.0
2021-02-24,122.22138464103878,122.82788904485355,119.57035347401501,122.6224594116211,111039900,0.0,0.0
2021-02-25,121.96706417843099,123.70833162165073,117.91714783242537,118.35735321044922,148199500,0.0,0.0
2021-02-26,119.92252202962122,122.13334806816741,118.56276807411227,118.62146759033203,164560400,0.0,0.0
2021-03-01,121.05728331048017,125.14632962305842,120.1181731597989,125.0093765258789,116307900,0.0,0.0
2021-03-02,125.61588108930245,125.91913329199494,122.28986150205843,122.39746856689453,102260900,0.0,0.0
2021-03-03,122.09421455304867,122.97463264092775,119.18883859473966,119.404052734375,112966300,0.0,0.0
2021-03-04,119.10081259436319,120.91055650866424,116.038921700727,117.51605987548828,178155000,0.0,0.0
2021-03-05,118.34755618226085,119.28666630320659,115.01175200979323,118.7779769897461,153766600,0.0,0.0
2021-03-08,118.29863856177148,118.36711510668628,113.68134163784862,113.82807922363281,154376600,0.0,0.0
2021-03-09,116.43998110747732,119.40404902510528,116.2052054457975,118.45515441894531,129525800,0.0,0.0
2021-03-10,119.04210671169741,119.51165804272296,116.85084228896541,117.36931610107422,111943300,0.0,0.0
2021-03-11,119.87361000523832,120.52902944875325,118.62146316885641,119.30622863769531,103026500,0.0,0.0
2021-03-12,117.78018776009442,118.53342985349681,116.56717132017769,118.39647674560547,88105100,0.0,0.0
2021-03-15,118.76818313649518,121.30182245865136,117.79971966419778,121.29203796386719,92403800,0.0,0.0
2021-03-16,122.96484559847543,124.45177555241284,122.0061739497114,122.83767700195312,115227900,0.0,0.0
2021-03-17,121.35075339157471,123.12136654730853,119.67795534298575,122.04530334472656,111932600,0.0,0.0
2021-03-18,120.20618941669235,120.49966455073563,117.70189613615167,117.9073257446289,121229700,0.0,0.0
2021-03-19,117.2910589061766,118.787765950923,117.07584476265258,117.37909698486328,185549500,0.0,0.0
2021-03-22,117.71170219523187,121.17467507978692,117.64322564652812,120.70511627197266,111912300,0.0,0.0
2021-03-23,120.64642246770546,121.53661758792646,119.4823136932633,119.87361145019531,95467100,0.0,0.0
2021-03-24,120.14752145372104,120.22578250026773,117.45735955159839,117.47692108154297,88530500,0.0,0.0
